Time,Jitter
153,7.711270679
154,7.343899595
155,6.895239203
156,6.67557842
157,6.423160324
158,6.376428082
159,6.522998549
160,6.497887528
161,6.329707058
162,6.218100367
163,6.135337149
164,6.008309133
165,6.041241201
166,5.842469182
167,5.70509958
168,5.576940578
169,5.59847207
170,5.262553677
171,4.950776016
172,4.699678904
173,4.774560084
174,4.99994869
175,5.132632452
176,4.97558598
177,4.870000745
178,4.980563198
179,4.862902998
180,4.645367394
181,5.113837488
182,5.253104589
183,5.096028608
184,4.924485153
185,5.111829831
186,5.003215467
187,4.985375611
188,4.81692158
189,4.674370926
190,4.856083854
191,4.736939724
192,4.799749047
193,4.748271676
194,4.781754696
195,4.860638083
196,4.846480147
197,5.756450138
198,5.778428949
199,5.937679917
200,5.699109645
201,8.663762514
202,10.72536763
203,10.41635855
204,10.26552364
205,9.89730341
206,9.77799278
207,9.583993232
208,9.230813099
209,8.974005336
210,8.448741114
211,8.124187849
212,7.791419164
213,8.269490189
214,8.169584552
215,7.854110518
216,7.40447861
217,7.951309808
218,8.683658501
219,9.011867344
220,8.77069508
221,9.051964137
222,8.637716379
223,8.552921605
224,8.230551505
225,8.129767036
226,8.459406596
227,8.392256184
228,8.327677672
229,8.630072818
230,8.512755767
231,8.291375198
232,8.076726748
233,7.847250771
234,7.663804542
235,7.342622314
236,6.89431953
237,6.481480115
238,6.64085983
239,6.843729702
240,6.60194104
241,6.194826669
242,5.873156947
243,5.619834638
244,5.547532473
245,5.234186693
246,6.288300025
247,6.721934051
248,6.942389562
249,6.57229577
250,6.806666173
251,6.947020371
252,7.133887153
253,6.885845595
254,6.60398719
255,6.935994935
256,6.870370251
257,6.669166555
258,6.528704756
259,6.477410709
260,6.23501004
261,6.018134412
262,6.077070456
263,5.939496608
264,6.79490307
265,6.636534128
266,6.599125745
267,6.503173442
268,6.429148713
269,6.255340807
270,6.341555618
271,6.374986169
272,6.266021756
273,5.938360674
274,5.83992841
275,5.972780106
276,6.253252183
277,6.547729477
278,6.685746385
279,6.539901125
280,6.448157304
281,6.077897473
282,5.700778881
283,5.871917701
284,5.959172844
285,5.761009264
286,5.77175174
287,5.908642257
288,5.550595171
289,5.354682973
290,5.655209732
291,6.082196623
292,5.80105239
293,5.580069949
294,5.562225299
295,5.338801496
296,5.21827918
297,5.15877562
298,4.862164644
299,4.584591854
300,4.378992363
301,4.879520618
302,4.726675579
303,4.617945856
304,4.81907424
305,5.259389044
306,5.541434173
307,5.196143149
308,5.037502257
309,5.093283366
310,5.0313351
311,4.955744712
312,5.065225945
313,4.955024324
314,4.820522804
315,4.958740128
316,5.014999426
317,4.801749462
318,4.839383176
319,5.053289783
320,5.37034806
321,5.232006862
322,4.984082822
323,5.15252209
324,5.10511446
325,4.979794806
326,5.635932631
327,7.285374341
328,8.389038445
329,8.234348542
330,7.94948648
331,8.01771302
332,7.858474012
333,7.463395775
334,7.411496039
335,7.339277536
336,8.05232269
337,8.330052522
338,8.22504924
339,7.964671162
340,7.637170881
341,7.460972701
342,7.379717463
343,7.867179566
344,7.495411399
345,7.060746797
346,6.666943178
347,6.28793284
348,5.939055093
349,5.615628039
350,5.282144342
351,4.957121432
352,4.729044398
353,5.074090234
354,5.335279039
355,5.234171321
356,5.047875891
357,4.981904482
358,5.464334063
359,5.908507628
360,5.657670346
361,5.578315949
362,5.462358702
363,5.291148783
364,5.463201985
365,5.634737972
366,5.489976571
367,5.379637757
368,5.260486786
369,5.511893862
370,5.368893551
371,5.186900204
372,6.187836997
373,7.014597185
374,6.662115416
375,6.398795703
376,6.681558471
377,6.499974956
378,7.168775132
379,7.27862252
380,6.944951668
381,6.520121355
382,6.305940159
383,6.125270288
384,5.744315895
385,5.487233652
386,5.188524604
387,5.023741816
388,4.813001008
389,5.082396779
390,5.140733091
391,5.195735884
392,4.995564891
393,4.783154586
394,4.83057548
395,4.952970068
396,4.99958305
397,5.25403272
398,5.165815397
399,5.142674157
400,5.362305633
401,5.239724031
402,5.282116279
403,5.534421512
404,5.394020167
405,5.222456407
406,5.121615382
407,4.864979698
408,4.607418467
409,4.383017313
410,4.183391231
411,4.030887612
412,4.107839081
413,4.161974138
414,4.42315631
415,4.685459041
416,4.662992851
417,4.757118298
418,4.707444237
419,4.90250675
420,5.347509801
421,5.19145016
422,6.034512303
423,6.430577506
424,6.201326134
425,5.958402973
426,5.638981954
427,5.610240026
428,5.60096808
429,5.492970075
430,5.427437223
431,6.334027952
432,6.667227594
433,6.383782814
434,6.090699166
435,6.26969019
436,6.680431776
437,6.792245067
438,7.017951973
439,6.713399419
440,6.813485567
441,6.517774663
442,6.245545691
443,5.938650474
444,6.138102875
445,5.81122839
446,5.900290504
447,5.723584848
448,5.885485795
449,6.451760988
450,6.437268982
451,6.323446615
452,6.189231202
453,5.989202863
454,6.263697128
455,5.886827169
456,5.630018526
457,5.430079868
458,5.486074877
459,5.295757697
460,5.005175619
461,4.784095198
462,4.540915637
463,4.452913965
464,4.518037398
465,4.427653116
466,4.627126185
467,4.969896076
468,4.877277572
469,4.787447723
470,4.630940574
471,4.487624844
472,4.360516347
473,4.18641463
474,4.020784549
475,3.970235515
476,4.145408295
477,4.008792499
478,4.233756857
479,4.102577609
480,4.014534564
481,3.914806709
482,4.180513234
483,4.088654768
484,4.365141623
485,4.407820272
486,4.236019005
487,4.16485115
488,4.195166009
489,4.405037578
490,4.339090785
491,4.386237888
492,4.386250798
493,4.371394845
494,4.629397945
495,5.10085224
496,4.846007309
497,4.544277685
498,4.304176997
499,4.076582601
500,4.489754522
501,4.233686531
502,4.043497789
503,3.810786122
504,3.802611989
505,4.02769874
506,4.080585624
507,3.904354578
508,3.845887973
509,4.057651919
510,4.00529173
511,3.821690163
512,3.898647028
513,3.920856589
514,4.217476663
515,3.967363538
516,3.77429915
517,4.189301287
518,4.688636623
519,4.452201001
520,4.215646772
521,4.023127182
522,3.8192234
523,3.695216381
524,3.840133413
525,3.892687575
526,3.966776546
527,4.094665512
528,3.914623917
529,4.796022422
530,5.167861299
531,4.882626912
532,5.215511341
533,5.510298827
534,5.561849595
535,5.37741455
536,5.45627753
537,5.650537962
538,5.496879339
539,5.301886881
540,5.140130062
541,5.411253877
542,5.078189399
543,5.362934506
544,5.921244155
545,5.882596951
546,5.832622141
547,5.812090202
548,5.718494287
549,5.743241171
550,5.77901082
551,5.708044866
552,7.01125734
553,8.280831534
554,8.64250873
555,8.524858879
556,8.172110754
557,8.129610777
558,8.473378159
559,8.453243413
560,8.148596255
561,7.814114544
562,7.84480183
563,7.592932271
564,7.502714282
565,7.327822417
566,7.125805738
567,6.964116491
568,6.700928654
569,6.456315058
570,6.204746756
571,5.889352861
572,6.143754419
573,6.382589212
574,6.023128775
575,5.658738782
576,5.413616219
577,5.153008261
578,5.016132745
579,5.169124448
580,5.04911667
581,4.847352434
582,4.815427629
583,4.89617868
584,5.059063346
585,5.426351053
586,5.113870779
587,4.803837189
588,4.58565292
589,5.036987113
590,4.878932363
591,4.757012979
592,4.639519112
593,4.483181112
594,4.586371181
595,4.390785483
596,4.61473639
597,4.600558421
598,4.636266575
599,4.68843047
600,4.739153566
601,5.369963412
602,5.368708754
603,5.337796402
604,5.426496627
605,5.158569754
606,4.990784144
607,5.582172635
608,6.55298129
609,6.546788015
610,6.482183209
611,6.427234258
612,6.197518228
613,5.858791394
614,5.523443321
615,5.192658669
616,5.101214724
617,5.211104082
618,5.133507299
619,4.894996426
620,5.02499665
621,4.856496859
622,4.592625528
623,4.483635043
624,4.668477297
625,4.608253022
626,4.764619152
627,4.676323511
628,4.625476903
629,4.62565543
630,4.599336687
631,4.672405922
632,4.488998608
633,4.356998695
634,4.553436276
635,4.466471509
636,4.587136484
637,4.483871009
638,4.447240182
639,4.339648782
640,4.499476289
641,4.653634021
642,4.623976339
643,4.496422262
644,4.756131982
645,4.626880677
646,4.493304802
647,4.516403807
648,4.539385514
649,4.621861419
650,4.645724247
651,4.472741482
652,4.362507639
653,4.516788412
654,4.57712108
655,4.609856568
656,4.614872477
657,4.540762392
658,4.286256409
659,4.03903205
660,3.871835603
661,3.792838933
662,3.589724
663,3.647331527
664,3.438727474
665,3.230223673
666,3.261216638
667,3.263904487
668,3.281486846
669,3.161664751
670,3.193338482
671,3.251914549
672,3.101808779
673,3.10663323
674,3.314218653
675,3.219954987
676,3.033159189
677,2.857593685
678,2.73735519
679,2.605451047
680,2.538158967
681,3.011142087
682,4.300501262
683,4.268025489
684,4.445850285
685,4.303477698
686,4.446329786
687,4.619066119
688,5.378742542
689,5.1020503
690,5.409088823
691,5.076388827
692,5.055899247
693,5.164870822
694,5.019344174
695,5.16053794
696,5.118101541
697,4.998942417
698,4.946793238
699,5.062271439
700,5.148789196
701,5.554135705
702,5.84316889
703,6.125866668
704,5.745666667
705,5.441729167
706,5.108079428
707,5.142977241
708,5.120700886
709,5.046066803
710,4.753604294
711,4.484927637
712,4.249564104
713,4.145514959
714,4.011989718
715,3.824351472
716,3.606447561
717,3.616100144
718,3.908288329
719,4.089409197
720,4.811550289
721,4.900981174
722,4.880392073
723,4.699860624
724,4.417911001
725,4.772374897
726,5.133580633
727,5.05796101
728,4.87867178
729,4.575900627
730,4.297073505
731,4.036610577
732,4.45328075
733,4.866304869
734,5.244119148
735,5.766195035
736,5.781835623
737,6.300068119
738,6.772223584
739,6.86977211
740,6.662098853
741,6.324155174
742,6.459319087
743,6.234035255
744,6.020776107
745,5.665595656
746,5.491558428
747,5.346086026
748,5.469080649
749,5.798013109
750,6.07019979
751,5.695562303
752,5.400777159
753,5.685902197
754,5.334102755
755,5.026360221
756,4.900025207
757,5.61998891
758,5.490461825
759,5.245780183
760,5.122981422
761,5.009420083
762,4.887893828
763,4.751275464
764,4.470022136
765,4.833090197
766,4.676702615
767,4.741214257
768,4.765832811
769,4.77896826
770,4.664129966
771,4.633469065
772,4.802280026
773,4.764484747
774,4.928044728
775,4.858514155
776,4.925225076
777,4.635967953
778,4.479581067
779,4.361489195
780,4.097257231
781,3.845060599
782,3.6465707
783,3.772083643
784,4.030877026
785,3.884204156
786,3.778385841
787,3.933813115
788,3.856137295
789,4.500253714
790,4.683432301
791,4.659099727
792,4.624725439
793,4.649055099
794,4.563947488
795,4.44501327
796,4.369074941
797,5.046570257
798,4.90922906
799,4.897034189
800,4.929962607
801,4.830464944
802,5.08138033
803,4.950099615
804,4.800398944
805,5.001505955
806,6.438536833
807,7.98470467
808,7.497667572
809,7.065118904
810,6.883493417
811,6.759455634
812,6.570427157
813,6.610365738
814,6.839342879
815,7.078883949
816,7.280766202
817,7.458280815
818,7.638263264
819,7.86243431
820,8.054594665
821,8.260557499
822,9.024585155
823,9.162423583
824,9.240459609
825,9.233333661
826,8.701118363
827,8.21974291
828,8.021758978
829,7.538128208
830,7.808904918
831,7.804876138
832,7.483981102
833,7.061183672
834,7.298859692
835,7.551555961
836,7.765896214
837,8.016951312
838,7.744621021
839,7.713290541
840,7.518939049
841,7.170699803
842,6.901850509
843,6.575054297
844,6.598974514
845,6.226788607
846,6.130399042
847,6.435776879
848,6.181138047
849,5.931532196
850,5.578061434
851,5.251245095
852,4.924854776
853,4.619495797
854,4.495124532
855,4.333338971
856,5.153845563
857,4.954764938
858,4.809251851
859,4.624145833
860,4.868164496
861,4.729688937
862,5.072333379
863,5.456000042
864,5.75043754
865,6.038410194
866,6.374259556
867,6.007243334
868,5.653228126
869,5.338651368
870,5.110221769
871,4.965527352
872,4.722195782
873,4.727822434
874,4.662972421
875,4.8762797
876,5.391831663
877,6.109842185
878,6.727421492
879,6.723145149
880,6.575330522
881,6.638316809
882,6.372040064
883,6.803273671
884,6.4232149
885,6.100757024
886,6.389070821
887,6.07287195
888,6.394581342
889,6.665538064
890,6.888955824
891,6.830166918
892,6.60678843
893,6.725162765
894,7.138847036
895,7.346592708
896,8.936361219
897,10.35810253
898,10.06529057
899,9.775897407
900,9.428223264
901,9.142389865
902,9.001997443
903,8.605935103
904,8.557314159
905,8.238461191
906,8.061869866
907,7.849697444
908,7.700209409
909,7.637911599
910,7.921792124
911,7.574492616
912,7.551149328
913,7.229264995
914,6.969310933
915,6.711353999
916,6.721894374
917,6.439025976
918,6.172961853
919,6.275401737
920,6.174800239
921,6.590403002
922,6.573530592
923,6.786386319
924,6.546362174
925,6.356527038
926,6.09085521
927,5.762607315
928,5.449242968
929,5.154220838
930,4.857005647
931,4.580512239
932,4.296619113
933,4.215017918
934,4.111273743
935,4.022513578
936,4.323842591
937,4.608428818
938,4.547436739
939,4.463569165
940,4.366880814
941,4.379263263
942,4.367566254
943,4.433211419
944,4.170309316
945,4.084220539
946,4.2480262
947,4.142198174
948,3.891699677
949,3.670524002
950,3.461380141
951,3.566036938
952,3.520999907
953,3.499847135
954,3.511328911
955,3.556968077
956,3.70324785
957,3.997621248
958,4.862506031
959,5.318981349
960,5.089239459
961,5.202717548
962,5.822492146
963,6.705134998
964,6.878987672
965,6.641988442
966,6.372239164
967,6.169349217
968,5.845771835
969,5.54760554
970,5.246831582
971,5.51201572
972,5.341889737
973,5.208021629
974,5.074895277
975,5.226464322
976,5.077060302
977,4.940306533
978,4.808710986
979,4.530485994
980,4.248282008
981,3.990632438
982,3.839676244
983,4.099286756
984,4.344609112
985,4.847730765
986,5.127476759
987,5.078571961
988,5.066730658
989,5.073566936
990,4.918587058
991,4.774362867
992,4.650840188
993,4.526662676
994,4.735121259
995,4.67311368
996,4.882919075
997,4.735076911
998,4.476822104
999,4.255520722
1000,4.000113177
1001,4.041640826
1002,3.934350774
1003,3.909891351
1004,3.874835641
1005,4.121783414
1006,4.002671951
1007,3.889754954
1008,3.965728602
1009,4.079120565
1010,4.797543585
1011,5.430641555
1012,5.418601458
1013,5.381570811
1014,5.959090691
1015,5.867036412
1016,6.131346636
1017,6.336949971
1018,6.615265598
1019,6.711943443
1020,6.342690033
1021,5.961098295
1022,6.208286596
1023,6.080261739
1024,6.026925936
1025,5.946305565
1026,5.899217023
1027,5.865259015
1028,6.397742826
1029,6.962126955
1030,6.947660687
1031,6.588556894
1032,6.873897088
1033,7.10659102
1034,6.804394359
1035,7.206119712
1036,6.89579973
1037,6.925624747
1038,6.9995857
1039,6.740806038
1040,6.486700105
1041,6.63764246
1042,7.01467175
1043,7.099185322
1044,6.858125128
1045,7.197436752
1046,7.27134001
1047,6.991770149
1048,7.01571507
1049,6.774899545
1050,6.673475268
1051,6.547577508
1052,7.512103914
1053,7.680166863
1054,7.47458699
1055,7.974494748
1056,8.428338826
1057,8.03199126
1058,7.622373751
1059,7.18855178
1060,6.903399239
1061,6.728721508
1062,6.764079192
1063,6.627824242
1064,6.807404672
1065,6.946677991
1066,7.118830061
1067,6.849257349
1068,6.907741264
1069,6.708319935
1070,6.453799939
1071,6.483499943
1072,6.934968697
1073,7.041970653
1074,6.722868321
1075,6.31489044
1076,5.961154232
1077,5.643248759
1078,5.467580434
1079,5.522696934
1080,5.443313098
1081,5.373668529
1082,5.426001746
1083,5.280793304
1084,5.436063167
1085,5.566816163
1086,6.062258209
1087,5.838221237
1088,5.88608241
1089,5.808889759
1090,5.641243872
1091,5.663131407
1092,5.549220417
1093,5.475116363
1094,5.333324368
1095,5.380144373
1096,5.290920072
1097,5.388577845
1098,5.287326452
1099,5.191715771
1100,5.229323813
1101,5.107463297
1102,4.838934341
1103,4.934744
1104,4.915391945
1105,4.881117448
1106,4.611158719
1107,4.993218243
1108,4.758579603
1109,4.494001711
1110,4.766105771
1111,5.151807493
1112,5.433548692
1113,5.144618565
1114,5.425725738
1115,5.221235935
1116,5.042408689
1117,5.037744257
1118,5.172350519
1119,5.161300834
1120,4.932136198
1121,5.10950963
1122,5.298977778
1123,5.168583334
1124,5.050421876
1125,5.123833008
1126,5.179989279
1127,4.969489949
1128,4.845014883
1129,5.040458397
1130,4.944631136
1131,4.756501412
1132,4.596650629
1133,4.438484965
1134,4.587565766
1135,4.521467906
1136,4.355251161
1137,4.327485464
1138,4.4600454
1139,4.403827285
1140,4.418872802
1141,4.390686307
1142,4.681775357
1143,4.547935231
1144,4.931758723
1145,4.669822414
1146,4.397451569
1147,4.245471957
1148,4.540574404
1149,4.424969059
1150,5.024415438
1151,5.324035306
1152,5.052803933
1153,4.858746743
1154,4.978102849
1155,4.866381143
1156,4.887128155
1157,4.759981256
1158,4.555100483
1159,4.557774759
1160,4.729483281
1161,4.645258631
1162,4.537228578
1163,4.324047625
1164,4.436725204
1165,4.627818768
1166,4.387899539
1167,4.130954429
1168,3.974700333
1169,3.885017673
1170,4.081308235
1171,3.988212582
1172,3.80489374
1173,3.665636492
1174,3.441082823
1175,3.394820702
1176,3.280811074
1177,3.304420105
1178,3.32392857
1179,4.015648312
1180,4.159385571
1181,4.105146195
1182,4.06817178
1183,3.927556877
1184,4.059084572
1185,4.250204286
1186,4.700288741
1187,4.575256805
1188,4.469546311
1189,4.409192722
1190,4.329715399
1191,4.350330409
1192,4.492900036
1193,4.642288228
1194,4.871284103
1195,4.783509402
1196,4.955560898
1197,5.357130008
1198,5.713892716
1199,5.555420255
1200,5.364428711
1201,5.421367194
1202,5.449865078
1203,5.303679066
1204,5.107997736
1205,5.272504822
1206,5.152841326
1207,5.066656798
1208,4.942608804
1209,4.931730476
1210,4.887712599
1211,4.855140284
1212,5.084103738
1213,5.195750032
1214,5.066300378
1215,4.888253826
1216,4.598911573
1217,4.377486544
1218,4.146101969
1219,4.149963651
1220,4.065833979
1221,3.95052491
1222,4.029589326
1223,4.110337215
1224,4.062475861
1225,3.919043342
1226,3.701061467
1227,4.059161792
1228,4.274797513
1229,4.210407391
1230,4.180666651
1231,4.315840263
1232,4.446878024
1233,4.31385787
1234,4.316776475
1235,4.429755724
1236,4.387868213
1237,4.484904228
1238,4.801111602
1239,4.504035183
1240,4.825046873
1241,4.560536999
1242,4.958552047
1243,4.7373231
1244,4.570469573
1245,4.554016613
1246,4.761251686
1247,4.618062345
1248,4.891829281
1249,5.379381618
1250,5.357545267
1251,5.292073688
1252,5.198819082
1253,5.434372056
1254,5.127327969
1255,5.374328305
1256,5.115911952
1257,5.452646622
1258,5.780814541
1259,5.585610855
1260,5.524732399
1261,5.555339401
1262,5.910172356
1263,5.945786583
1264,5.805049922
1265,5.539775968
1266,5.304685804
1267,5.533497108
1268,5.367903538
1269,5.287347067
1270,5.938283709
1271,5.922606255
1272,5.746040586
1273,5.612072772
1274,5.263151557
1275,4.993246251
1276,5.419064194
1277,5.246657404
1278,5.181776038
1279,5.223442814
1280,5.602727638
1281,5.846077994
1282,5.537927286
1283,5.197452664
1284,5.457945206
1285,5.120115297
1286,5.07612198
1287,5.240753245
1288,5.388400612
1289,5.378146407
1290,5.237227534
1291,5.307553591
1292,5.161164825
1293,5.026772579
1294,4.890772904
1295,4.966023208
1296,4.658563425
1297,4.599507377
1298,4.945433999
1299,5.224448541
1300,5.559003841
1301,5.266253601
1302,5.235209973
1303,5.341349627
1304,5.304549998
1305,5.556973956
1306,5.827079751
1307,6.1651581
1308,5.806002385
1309,6.155543903
1310,5.791593242
1311,5.441785331
1312,5.807965415
1313,6.077675909
1314,5.932168387
1315,6.592873141
1316,6.976415792
1317,6.571452305
1318,6.796069869
1319,6.393107169
1320,6.354440749
1321,6.086420146
1322,5.847657776
1323,5.67974861
1324,5.731507377
1325,5.681663166
1326,5.589878663
1327,5.690441802
1328,6.306601689
1329,6.888008528
1330,6.78700105
1331,7.436653763
1332,7.283300402
1333,7.274469127
1334,7.059439807
1335,7.086919263
1336,6.782167365
1337,6.575643016
1338,6.641297272
1339,7.061771748
1340,6.807216569
1341,6.703598867
1342,6.702776715
1343,7.319637893
1344,7.294632747
1345,7.204370978
1346,7.014632514
1347,6.750579093
1348,6.4948554
1349,6.504864437
1350,6.41774791
1351,7.017090054
1352,7.307702482
1353,7.075464132
1354,7.194324013
1355,7.384317651
1356,7.607728353
1357,7.75288422
1358,7.513419234
1359,7.182573587
1360,7.034371072
1361,7.860167324
1362,7.420205477
1363,7.002248191
1364,6.741399345
1365,6.524686886
1366,6.606706456
1367,6.562072025
1368,6.304317523
1369,6.060172678
1370,6.069474386
1371,5.691007236
1372,5.473916506
1373,5.181150891
1374,5.578808127
1375,5.264882619
1376,5.199424678
1377,5.367620358
1378,6.277671863
1379,5.942581261
1380,6.253225487
1381,5.950510006
1382,6.644783686
1383,6.834498594
1384,6.466960488
1385,6.693587957
1386,6.66173871
1387,6.417380041
1388,6.525856288
1389,6.327011103
1390,5.93237152
1391,5.584105245
1392,5.319765334
1393,5.374189723
1394,5.463705643
1395,5.382008762
1396,5.059647104
1397,4.826037215
1398,4.688986278
1399,4.437167691
1400,4.183955822
1401,3.974465527
1402,3.737665598
1403,3.731179554
1404,3.708536388
1405,3.675808419
1406,3.908174559
1407,3.866288649
1408,3.800895609
1409,4.000270189
1410,4.309135246
1411,4.738939294
1412,4.648394477
1413,4.623619822
1414,4.343206083
1415,4.153394592
1416,5.264474096
1417,5.596715299
1418,5.384608092
1419,5.515139531
1420,5.26956831
1421,5.220282791
1422,5.240140117
1423,5.681131359
1424,5.923602316
1425,6.084273005
1426,6.262137886
1427,5.937997324
1428,5.695497491
1429,5.65481362
1430,5.956471102
1431,5.680212492
1432,5.546261711
1433,5.337307854
1434,5.813656669
1435,5.999615627
1436,5.781257706
1437,5.496741599
1438,5.199778583
1439,4.918834088
1440,5.285552791
1441,5.319455741
1442,5.228114757
1443,5.496607585
1444,5.429382111
1445,5.537295729
1446,6.077339746
1447,5.978506012
1448,6.051786886
1449,6.218237706
1450,6.287910349
1451,6.264415952
1452,6.167952455
1453,6.203455427
1454,6.117176963
1455,5.740617291
1456,5.400662044
1457,5.079537333
1458,5.450274583
1459,5.134986588
1460,4.833529093
1461,4.619037691
1462,4.337014502
1463,4.080534429
1464,4.285556583
1465,4.262834297
1466,4.253282153
1467,4.195202019
1468,4.353626892
1469,4.282337712
1470,4.070920771
1471,3.829384056
1472,3.601943386
1473,3.525488591
1474,3.318103888
1475,3.133868228
1476,3.368154242
1477,3.325554324
1478,4.193866901
1479,4.537312719
1480,4.313751508
1481,4.689433705
1482,5.225344099
1483,5.133635092
1484,5.863532899
1485,5.860214871
1486,9.070986164
1487,11.51420231
1488,10.87056466
1489,11.4848002
1490,11.41360436
1491,11.16462214
1492,10.84818048
1493,11.76600948
1494,12.60879361
1495,12.40465373
1496,13.20973787
1497,13.49869175
1498,12.77483602
1499,12.18952682
1500,11.85946612
1501,13.27915226
1502,14.14567747
1503,14.07672541
1504,14.8411384
1505,14.21317142
1506,13.68068154
1507,13.02218061
1508,12.23923182
1509,11.53284233
1510,10.84716469
1511,10.69916134
1512,10.26683875
1513,9.838473832
1514,9.326256717
1515,9.229115672
1516,8.69090011
1517,8.731823019
1518,8.63222297
1519,8.111104867
1520,8.22951498
1521,8.396128627
1522,7.894384477
1523,7.42344378
1524,7.500957711
1525,7.442474243
1526,7.00647238
1527,6.691540079
1528,6.758971601
1529,6.480133099
1530,6.115388669
1531,5.751864377
1532,6.024935353
1533,6.060189394
1534,6.013712279
1535,5.943042762
1536,5.829109533
1537,6.468158243
1538,6.933398353
1539,6.7076304
1540,6.647459056
1541,6.510930365
1542,6.391302773
1543,6.338464405
1544,6.24243538
1545,6.140915113
1546,6.088600974
1547,5.993070357
1548,6.04581596
1549,5.878910796
1550,5.677485816
1551,5.784636008
1552,5.543110146
1553,5.622512984
1554,5.451793423
1555,5.612056334
1556,5.505240313
1557,5.376225293
1558,5.243648712
1559,5.404358168
1560,5.263585782
1561,5.150174171
1562,5.305413285
1563,5.142449955
1564,4.995671833
1565,4.878692343
1566,4.770024072
1567,4.836189234
1568,5.329128796
1569,6.108363802
1570,5.869348008
1571,6.530590147
1572,6.901365763
1573,6.655717902
1574,6.710860534
1575,6.72249425
1576,6.55590086
1577,6.280594556
1578,6.020342118
1579,6.647723514
1580,7.134275516
1581,7.214918019
1582,7.21076342
1583,6.990500429
1584,6.893385819
1585,6.514757538
1586,6.116231026
1587,5.762556864
1588,5.704431782
1589,6.443995074
1590,6.299842604
1591,6.174880219
1592,6.610609927
1593,6.637724585
1594,6.853783465
1595,6.432442832
1596,6.662810988
1597,6.721267246
1598,6.474743598
1599,6.530183235
1600,6.197317616
1601,5.90879082
1602,5.563290005
1603,5.274452435
1604,5.181125547
1605,4.940548256
1606,4.685215379
1607,4.600285251
1608,4.801031312
1609,4.66852241
1610,4.966128649
1611,5.281446997
1612,5.581613504
1613,5.97351266
1614,5.745168119
1615,5.545782611
1616,5.642483698
1617,6.0288493
1618,5.690560108
1619,5.916657046
1620,5.58724098
1621,5.677225919
1622,5.601899299
1623,5.476593093
1624,5.500056025
1625,5.518365023
1626,5.422592209
1627,5.442166307
1628,5.127121191
1629,5.205391394
1630,4.928297488
1631,5.011028895
1632,4.772839589
1633,4.596898225
1634,4.577744864
1635,4.473233032
1636,4.719037912
1637,4.954327209
1638,5.146327592
1639,5.026814062
1640,5.227513183
1641,5.128606109
1642,5.187887672
1643,4.934575248
1644,4.654400406
1645,4.515854547
1646,4.243738638
1647,4.000004973
1648,3.765129662
1649,3.869781281
1650,4.256940784
1651,4.706236152
1652,4.74587417
1653,4.96918759
1654,5.41737031
1655,5.610645777
1656,5.737070693
1657,5.89576072
1658,5.681324286
1659,5.82740124
1660,6.075320607
1661,6.31684918
1662,6.535490551
1663,6.504112669
1664,6.35582785
1665,6.135998331
