Time,Jitter
598,60.08635693
599,56.85454296
600,53.82615486
601,51.00977018
602,48.50848593
603,46.16359445
604,43.96576563
605,41.90466917
606,39.35057873
607,37.57605645
608,35.84728903
609,33.61240986
610,31.53283563
611,29.59423479
612,27.76411595
613,26.06799759
614,24.47576163
615,23.56551264
616,311.2686542
617,292.4985022
618,274.9038597
619,258.4098268
620,242.8289279
621,228.2224046
622,214.5280321
623,201.6901898
624,189.6534558
625,178.370212
626,167.791664
627,157.8746572
628,148.5768939
629,139.8611853
630,131.6894515
631,124.0291455
632,116.8467892
633,110.1139621
634,103.8013672
635,97.884254
636,92.3361409
637,87.13541682
638,82.25973799
639,77.68809464
640,73.40268595
641,69.41446947
642,65.85531512
643,62.51873293
644,59.39074962
645,56.45820277
646,53.7088151
647,51.13113915
648,48.21150546
649,45.97266136
650,43.87812003
651,41.91373753
652,40.07281643
653,38.3469529
654,36.72726835
655,299.2363627
656,281.0815692
657,263.9918183
658,247.5268714
659,232.1612197
660,217.7614143
661,204.2573537
662,191.6095399
663,179.7155964
664,169.0332883
665,158.5613606
666,148.8174839
667,139.5577314
668,131.0253385
669,122.8664007
670,115.7362228
671,108.5791672
672,101.9556221
673,95.61041652
674,89.70885576
675,84.20382311
676,79.01736195
677,74.62713099
678,70.01122003
679,66.16712294
680,62.71070553
681,58.82905727
682,55.17908147
683,52.36280555
684,49.15985937
685,46.21814593
686,43.35728265
687,40.67159831
688,38.1390262
689,35.77429539
690,33.57061721
691,31.51478697
692,29.54519611
693,27.72727413
694,26.02177783
695,24.40687505
696,23.04889675
697,22.07344487
698,20.8695629
699,19.61761105
700,18.59359369
701,276.9430983
702,260.4604254
703,245.0126697
704,230.5302737
705,216.9530899
706,204.2055426
707,192.2725295
708,181.0864548
709,170.5997597
710,160.768358
711,151.4598148
712,142.503382
713,134.1063511
714,126.2341972
715,118.8536085
716,111.9288761
717,105.4416894
718,99.36101432
719,93.66000648
720,88.31543663
721,83.30464546
722,78.60759817
723,74.20405384
724,70.06354353
725,66.19162762
726,62.56401895
727,59.16287887
728,55.974817
729,52.98563399
730,50.18389992
731,47.55071173
732,45.08772281
733,42.30637207
734,40.16802243
735,38.16663908
736,36.42474498
737,34.81400397
738,33.30412178
739,31.88766278
740,266.3618019
741,249.8942448
742,234.7691393
743,220.3822208
744,206.8172973
745,194.1338621
746,182.4289679
747,171.2456852
748,161.236184
749,151.7080128
750,142.4549773
751,133.9692634
752,125.8386428
753,118.4649498
754,111.3506683
755,104.9227168
756,98.77517197
757,93.38472372
758,87.72161599
759,82.62320249
760,77.69006484
761,73.26693578
762,68.8624398
763,64.80716231
764,61.20033966
765,57.53338094
766,54.20673213
767,51.03231137
768,48.42785441
769,45.66636351
770,43.68352829
771,41.38662027
772,39.0248315
773,37.84121704
774,35.71339097
775,34.2245332
776,32.19649988
777,30.69671863
778,28.87067372
779,27.14200661
780,25.6191312
781,24.10969244
782,22.76709361
783,21.68870581
784,20.45316865
785,19.31835949
786,221.0070037
787,207.8719062
788,195.5605579
789,184.0200508
790,173.1998185
791,163.0559757
792,153.547005
793,144.631463
794,136.2732674
795,128.4382785
796,121.0920319
797,114.2056202
798,107.7489147
799,101.6956909
800,96.0210505
801,90.70094318
802,85.71334256
803,81.06044615
804,76.74877244
805,72.71102277
806,68.92563246
807,65.3738846
808,62.04694042
809,58.92736081
810,56.00138687
811,53.2602238
812,50.68981398
813,48.27518672
814,46.01691116
815,43.89933338
816,41.91473615
817,40.05386376
818,37.84803894
819,36.23852261
820,34.76145523
821,33.38269761
822,32.0885429
823,30.8765923
824,29.70675667
825,74.43529966
826,70.59570454
827,66.99852856
828,63.62573164
829,60.46399147
830,57.50067255
831,54.72155413
832,52.11688755
833,49.67450569
834,47.38521714
835,45.23856468
836,43.22683494
837,41.34033832
838,39.57124078
839,37.91290629
840,36.35777326
841,34.93455826
842,33.6070442
843,32.36149283
844,31.19385092
845,30.09943662
846,29.07386767
847,28.11082733
848,27.20047701
849,26.34721803
850,25.55371829
851,24.81074979
852,24.11578626
853,23.46356351
854,22.85204218
855,22.29679648
856,21.82221198
857,20.88890707
858,20.49974621
859,20.13653985
860,19.79677694
861,19.47812422
862,19.18020673
863,18.90052714
864,207.851147
865,195.231617
866,183.3999881
867,172.1780791
868,161.7846714
869,151.9703447
870,142.8398023
871,451.7750925
872,423.9056839
873,397.7813634
874,373.2902504
875,350.329707
876,328.8041975
877,308.6713796
878,289.9140364
879,272.3290897
880,255.8432647
881,240.3876787
882,225.8982543
883,212.3143565
884,199.5793273
885,187.6404249
886,176.4476414
887,165.9544068
888,156.116937
889,146.894434
890,138.2482124
891,130.1423797
892,122.5432865
893,115.4190116
894,108.740004
895,102.4785593
896,96.60839238
897,91.10504841
898,85.94585094
899,81.10354081
900,76.56919451
901,71.80922402
902,67.60335586
903,63.45379195
904,59.77207578
905,56.32141133
906,53.08909395
907,50.05917141
908,47.21686903
909,44.55346055
910,51.14561232
911,48.76803239
912,46.55112064
913,44.47225199
914,42.52375707
915,40.69780003
916,38.77220142
917,36.96770966
918,35.2752417
919,33.68905993
920,32.20207701
921,30.80752359
922,29.5008867
923,28.27459517
924,27.1261413
925,26.04946581
926,25.03945058
927,24.09331825
928,23.2061942
929,22.37382095
930,21.49660297
931,20.76764168
932,20.0879349
933,19.45127231
934,18.85364418
935,18.29368725
936,17.85186652
937,17.45022903
938,17.07470082
939,16.72276813
940,16.39308124
941,16.08368727
942,15.32162348
943,15.07613313
944,14.84929842
945,14.63714088
946,14.43611818
947,14.24896496
948,14.07432826
949,296.9723494
950,279.1101401
951,262.2426313
952,245.8949044
953,230.5844728
954,216.2281933
955,202.7581812
956,319.0542949
957,299.8080265
958,281.7670248
959,264.8543357
960,249.027537
961,234.1904201
962,220.2815049
963,207.2405081
964,195.015268
965,183.5548624
966,172.8093432
967,162.7360509
968,153.2930963
969,144.438
970,136.1376667
971,128.3562987
972,121.0605647
973,114.2214461
974,107.8105293
975,101.799031
976,96.16382069
977,90.91969995
978,86.00958676
979,81.40616814
980,77.09058819
981,73.04473198
982,69.25161679
983,65.69563379
984,62.36240668
985,59.23649932
986,56.30639867
987,53.55949181
988,50.45745412
989,48.0744813
990,45.84188177
991,43.74938222
992,41.78791388
993,39.8423776
994,37.97983317
995,124.6956075
996,117.5209862
997,110.8021607
998,104.5041298
999,98.59804528
1000,93.06270912
1001,87.87421341
1002,82.98492924
1003,78.42566977
1004,74.15154458
1005,70.14512165
1006,66.38746822
1007,62.86617506
1008,59.56401829
1009,56.46900326
1010,53.56698222
1011,50.84671944
1012,48.29590364
1013,45.96909717
1014,43.7988272
1015,41.74057412
1016,39.83058684
1017,38.04277933
1018,36.36771674
1019,34.79728305
1020,33.32512647
1021,31.94447273
1022,30.6505543
1023,29.43763077
1024,28.30057745
1025,27.21664553
1026,26.2124663
1027,24.76067326
1028,23.9122423
1029,23.12002576
1030,22.37687832
1031,21.68049704
1032,21.02801458
1033,20.41656228
1034,184.7629577
1035,173.5199951
1036,163.0154051
1037,153.214727
1038,143.9211538
1039,135.2857344
1040,127.1083483
1041,473.8691043
1042,445.18782
1043,418.3025535
1044,393.0964841
1045,369.6063844
1046,347.6407285
1047,327.0454815
1048,307.7391876
1049,289.6397939
1050,272.6712929
1051,256.7634482
1052,241.7834757
1053,227.8013696
1054,214.6973396
1055,202.411992
1056,190.845423
1057,179.9829452
1058,169.7984278
1059,160.2508872
1060,151.2998109
1061,142.8634338
1062,134.9923303
1063,127.6199138
1064,120.7087803
1065,114.2289607
1066,108.1550118
1067,102.4606847
1068,98.55482937
1069,94.89327753
1070,91.46051019
1071,88.2423533
1072,85.22539372
1073,80.53389689
1074,76.61793111
1075,72.94928264
1076,69.50904275
1077,66.28375536
1078,63.26111787
1079,60.42663828
1080,93.42618867
1081,88.70395465
1082,84.27867277
1083,80.13116544
1084,77.25487038
1085,74.72633681
1086,72.35659354
1087,70.13502172
1088,68.04792314
1089,66.24463628
1090,64.7060479
1091,63.30499629
1092,61.99726042
1093,60.77245247
1094,58.49877836
1095,55.92027832
1096,53.50394148
1097,51.23343125
1098,49.10983485
1099,47.11845629
1100,45.14392082
1101,43.39791188
1102,41.76384795
1103,40.23085051
1104,38.79434596
1105,37.6401785
1106,37.7159104
1107,37.78709656
1108,37.85377108
1109,37.50140344
1110,37.58375323
1111,36.4146506
1112,35.31918632
1113,34.29237607
1114,33.32904701
1115,32.41568296
1116,31.56946666
1117,30.77625694
1118,30.00537977
1119,309.2194741
1120,290.1889861
1121,272.3479662
1122,255.621628
1123,239.9567971
1124,225.9729
1125,212.141448
1126,602.1530102
1127,564.8108638
1128,529.8052264
1129,496.9869345
1130,466.2207928
1131,437.3771529
1132,410.3368101
1133,384.9857941
1134,361.2201612
1135,338.9370053
1136,318.0486647
1137,298.4665398
1138,280.1069783
1139,262.8962088
1140,246.7604805
1141,231.6338046
1142,217.452671
1143,204.1571013
1144,191.6928241
1145,180.0071198
1146,169.0525915
1147,158.7820268
1148,149.1539418
1149,140.1276746
1150,131.6648546
1151,123.7316554
1152,116.2932741
1153,109.3206112
1154,102.7831077
1155,96.65501763
1156,90.90980819
1157,85.5231674
1158,80.38167777
1159,75.64867014
1160,71.17977409
1161,66.98537848
1162,63.05300761
1163,59.36559046
1164,55.87964384
1165,74.30227721
1166,70.66899599
1167,67.26741986
1168,64.07825473
1169,61.08853742
1170,58.28592744
1171,55.65898753
1172,53.19541192
1173,50.83258756
1174,48.2911689
1175,45.91384584
1176,43.68528603
1177,41.59639315
1178,39.63761164
1179,37.80182341
1180,36.0802025
1181,34.45137735
1182,32.93215932
1183,31.51470492
1184,30.18666086
1185,28.94124456
1186,27.77309733
1187,26.6782718
1188,25.65244231
1189,24.68297022
1190,23.78178458
1191,22.9365411
1192,22.14519478
1193,21.4985715
1194,20.93087606
1195,20.39853658
1196,19.89946832
1197,18.88140433
1198,18.47453184
1199,18.09427638
1200,17.73960632
1201,17.40558926
1202,17.09326771
1203,16.80059126
1204,358.0685057
1205,335.9872935
1206,315.2863446
1207,295.8795175
1208,277.7041657
1209,260.6435998
1210,244.6516943
1211,238.1257759
1212,223.7140468
1213,210.2049884
1214,197.540746
1215,185.6680813
1216,174.5366388
1217,164.1018558
1218,154.3191217
1219,145.1477461
1220,136.5497064
1221,128.4882247
1222,120.9313426
1223,113.8468282
1224,107.2050334
1225,100.9774063
1226,95.14007532
1227,89.66739006
1228,84.53687263
1229,79.72707503
1230,74.88925784
1231,70.67999867
1232,66.35117931
1233,62.40984866
1234,58.71254562
1235,55.51495596
1236,52.17588927
1237,49.04826424
1238,46.69319912
1239,44.39847834
1240,41.67508733
1241,39.09860271
1242,36.72295393
1243,34.42991514
1244,32.29699683
1245,30.30414286
1246,28.78564782
1247,27.315774
1248,26.23464924
1249,25.29587949
1250,57.05071341
1251,54.11027299
1252,51.35611704
1253,48.77302639
1254,46.35232335
1255,44.08240731
1256,41.95429852
1257,40.08893264
1258,38.39078407
1259,36.79965174
1260,35.30815267
1261,33.90917785
1262,32.5982709
1263,31.36935814
1264,30.21718992
1265,29.13571277
1266,28.12314739
1267,27.1732979
1268,26.28344595
1269,25.44933474
1270,24.66659854
1271,23.9336028
1272,23.2012804
1273,22.40216566
1274,21.65356503
1275,20.95068249
1276,20.29210511
1277,19.67063326
1278,19.09199646
1279,18.54989946
1280,18.03656547
1281,17.5598704
1282,16.59634378
1283,16.20785007
1284,15.84583167
1285,15.50630746
1286,15.18794103
1287,14.88972943
1288,14.60996162
1289,20.86804735
1290,19.69419717
1291,18.62034457
1292,17.60173276
1293,17.09503418
1294,16.29679593
1295,15.30582258
1296,49.57043783
1297,47.05225075
1298,44.69149896
1299,42.47917611
1300,40.40600538
1301,38.46101894
1302,36.63847608
1303,34.93041161
1304,33.32758727
1305,31.8166964
1306,30.40924315
1307,29.08930434
1308,27.85224366
1309,26.69338121
1310,25.60568377
1311,24.58697437
1312,23.63237875
1313,22.73593146
1314,21.89070658
1315,21.1036902
1316,20.32732067
1317,19.63366174
1318,18.98480094
1319,18.37567449
1320,17.80486845
1321,17.27055722
1322,16.76894601
1323,16.29868549
1324,15.85526071
1325,15.44160552
1326,15.05417879
1327,14.69166067
1328,13.80379299
1329,13.51641704
1330,13.24957153
1331,12.99927192
1332,12.76537298
1333,12.54527328
1334,12.33899231
1335,98.67768724
1336,93.08494289
1337,87.84449508
1338,82.93295719
1339,78.32769598
1340,74.01063859
1341,69.95399451
1342,66.09161291
1343,62.46974821
1344,59.0748195
1345,55.89232384
1346,52.90867166
1347,50.11212273
1348,47.49010812
1349,45.03146247
1350,42.72730162
1351,40.56677583
1352,38.54140789
1353,36.64218796
1354,34.86160676
1355,33.1786869
1356,31.61294258
1357,30.14356422
1358,28.76877201
1359,27.48040432
1360,26.2724971
1361,25.14008409
1362,24.07800245
1363,23.08255785
1364,22.14932854
1365,21.27098856
1366,20.55893372
1367,19.43144481
1368,18.87466701
1369,18.35581976
1370,17.86983797
1371,17.4084731
1372,16.98088797
1373,16.57976998
1374,95.17883296
1375,89.88173229
1376,84.33126291
1377,79.07395481
1378,74.13663125
1379,69.50560569
1380,65.16577616
1381,503.6095263
1382,472.7877017
1383,443.8931717
1384,416.8050499
1385,391.4111301
1386,367.6031359
1387,345.2833288
1388,324.359329
1389,304.7330099
1390,286.3422176
1391,269.1005929
1392,252.9372572
1393,237.784637
1394,223.5787985
1395,210.260825
1396,197.7758568
1397,186.0699421
1398,175.1188416
1399,164.8654209
1400,155.2537766
1401,146.24286
1402,137.7946257
1403,129.874531
1404,122.4493173
1405,115.4887419
1406,108.9522025
1407,102.8316343
1408,97.09622655
1409,91.72059434
1410,86.68081414
1411,81.9560202
1412,77.52671338
1413,72.81598824
1414,68.95505842
1415,65.33793671
1416,61.91512817
1417,58.70220349
1418,55.68945466
1419,52.86513458
1420,466.4324873
1421,438.5833179
1422,411.225937
1423,385.5886423
1424,361.9779216
1425,339.4438084
1426,318.4256398
1427,298.7255999
1428,280.2612013
1429,263.284772
1430,247.1599599
1431,232.070004
1432,217.8803927
1433,204.546382
1434,192.0907123
1435,180.3401817
1436,169.3550245
1437,158.8416202
1438,149.0078036
1439,139.7371006
1440,131.5840596
1441,123.9574517
1442,116.2587707
1443,109.1299795
1444,102.351703
1445,96.0939299
1446,90.12728845
1447,84.5147982
1448,79.28220664
1449,74.43809651
1450,69.85611131
1451,66.11870157
1452,62.40467856
1453,58.60298337
1454,54.99995663
1455,51.60825101
1456,49.0078256
1457,45.96793372
1458,43.79015314
1459,41.22684496
1460,39.11520882
1461,36.77302215
1462,34.6619791
1463,32.6883693
1464,31.11876288
1465,29.41692354
1466,201.6998519
1467,190.2408126
1468,179.5281437
1469,169.4833986
1470,160.0710126
1471,151.2467063
1472,142.9546135
1473,135.1969641
1474,127.9279802
1475,121.1099884
1476,115.3380447
1477,110.0294377
1478,104.7778131
1479,100.1267831
1480,95.76806752
1481,91.68227163
1482,87.60978938
1483,83.18615671
1484,79.03881358
1485,75.1509294
1486,71.50673242
1487,68.08947831
1488,64.88592759
1489,61.88259878
1490,59.06697802
1491,56.42733356
1492,53.95185438
1493,51.63171765
1494,49.81965891
1495,48.606583
1496,47.4685674
1497,46.40180277
1498,45.03189843
1499,44.11473811
1500,43.25683781
1501,42.32313267
1502,41.42468688
1503,40.58251895
1504,39.79048652
1505,157.4019561
1506,147.8344589
1507,139.0130552
1508,130.5756767
1509,122.6851344
1510,115.472501
1511,109.0424767
1512,103.1858149
1513,97.05352788
1514,91.38550183
1515,86.02346352
1516,81.74188594
1517,77.58994862
1518,73.13225045
1519,69.00461674
1520,65.08619625
1521,61.37744787
1522,387.5066143
1523,364.243187
1524,342.7879253
1525,323.5486175
1526,305.5127039
1527,288.6037224
1528,272.7508023
1529,257.8886896
1530,243.2740771
1531,229.0617667
1532,215.7332188
1533,203.2417746
1534,191.5315456
1535,180.5533934
1536,170.2614383
1537,160.6117234
1538,151.5658101
1539,143.0854539
1540,135.1348075
1541,127.681264
1542,120.6180669
1543,113.8925003
1544,107.5967259
1545,101.6949306
1546,96.16262935
1547,90.97622196
1548,86.11402753
1549,81.55490081
1550,77.28141395
1551,214.6568186
1552,202.06158
1553,190.2560507
1554,179.1883044
1555,168.8118479
1556,159.0848644
1557,149.9656923
1558,141.260156
1559,133.0723893
1560,125.392483
1561,406.1294875
1562,381.4722487
1563,358.3543443
1564,336.6833575
1565,316.3680018
1566,297.3193003
1567,279.4634413
1568,262.7242679
1569,247.0317372
1570,232.3184759
1571,218.5256128
1572,205.5958731
1573,193.4731033
1574,182.1087635
1575,171.4206046
1576,161.3942682
1577,151.9945779
1578,143.1782431
1579,134.9168043
1580,127.172018
1581,119.9117877
1582,113.1046898
1583,106.1746606
1584,100.2233207
1585,94.64650204
1586,89.41848456
1587,84.51715566
1588,79.92222232
1589,75.61522926
1590,194.3134094
1591,182.7830435
1592,171.3681311
1593,160.6948937
1594,150.6661156
1595,141.3003862
1596,132.4915704
1597,124.241625
1598,116.5229262
1599,109.2817017
1600,102.4833731
1601,96.16359283
1602,90.17442383
1603,85.1467654
1604,80.52147451
1605,76.0969379
1606,71.37813623
1607,66.96606522
1608,62.82456808
1609,58.91728952
1610,524.3982784
1611,492.2294415
1612,462.074407
1613,433.8038746
1614,407.2445005
1615,382.3990248
1616,359.1092107
1617,337.2745031
1618,316.8041522
1619,297.6135108
1620,279.6223469
1621,262.7669363
1622,246.9947181
1623,232.2090829
1624,218.3341055
1625,205.3370642
1626,193.1548449
1627,181.7316949
1628,171.0240542
1629,160.9865856
1630,151.5758892
1631,142.7531739
1632,134.4811284
1633,126.7276551
1634,119.4579544
1635,112.6425475
1636,106.253798
1637,100.2636509
1638,94.64801302
1639,89.38341498
1640,84.46445849
1641,79.40142289
1642,75.20075757
1643,71.26563383
1644,67.57658033
1645,64.11891211
1646,60.87671622
1647,57.83703257
1648,499.0366972
1649,468.3947786
1650,439.2045355
1651,412.5063145
1652,387.2711143
1653,363.2436419
1654,340.7177546
1655,319.8914852
1656,300.0690451
1657,281.7887576
1658,264.4089255
1659,247.9843399
1660,232.6837839
1661,218.6065127
1662,205.0685709
1663,192.4265075
1664,180.579941
1665,169.7674725
1666,159.3104708
1667,149.8232191
1668,140.6206082
1669,131.9992924
1670,123.9414894
1671,116.3609935
1672,109.5385287
1673,102.9224678
1674,96.62321638
