Forward
2,45085,0,0,0,10.848,"","OK"
3,45086,9.625,23.72621527777778,379.61944444444447,21.696,"","OK"
4,45087,9.825999999999999,2982000.2542018224,47712027.79344445,32.544,"","Incorrect timestamp"
5,45088,0.1440000000000019,2795629.039036431,47712088.605000004,43.392,"","OK"
6,45089,0.04299999999999926,2620906.031131376,47712149.51755556,54.24,"","OK"
7,45090,0.5899999999999999,2457103.1763384426,47712209.872,65.088,"","OK"
8,45091,0.4609999999999985,2303538.0087270117,47712270.36655555,75.936,"","OK"
9,45092,0.0779999999999994,2159570.6880287956,47712331.24411111,86.784,"","OK"
10,45093,0.03900000000000148,2024601.3273117181,47712392.16066667,97.632,"","OK"
11,45094,0.03900000000000148,1898067.5509450133,47712453.06611111,108.48,"","OK"
12,45095,0.03500000000000014,1779442.1365456723,47712513.986666664,119.328,"","OK"
13,45096,0.0329999999999977,1668230.8106712901,47712574.90922222,130.176,"","OK"
14,45097,9.673000000000002,1563969.5901640565,47712626.19177777,141.024,"","OK"
15,45098,0.07499999999999929,1466225.295119081,47712687.061222225,151.872,"","OK"
16,45099,0.03999999999999915,1374590.0213963604,47712747.97677778,162.72,"","OK"
17,45100,0.03900000000000148,1288686.2884549212,47712878.27111111,173.568,"","OK"
18,45101,0.03500000000000014,1208162.380044544,47713182.025,184.416,"","OK"
19,45102,0.03399999999999892,1132671.215972316,47713485.77988889,195.264,"","OK"
20,45103,0.03999999999999915,1061898.2492796017,47713789.52877778,206.112,"","OK"
21,45104,0.04200000000000159,995548.5928801821,47714093.27566666,216.96,"","OK"
22,45105,0.03399999999999892,933345.7905057266,47714397.03055556,227.808,"","OK"
23,45106,9.660000000000004,875030.0609602297,47714691.14833333,238.656,"","OK"
24,45107,0.08299999999999841,820359.6637682708,47714994.85422222,249.504,"","OK"
25,45108,0.036000000000001364,769106.1693383092,47715298.607111104,260.352,"","OK"
26,45109,0.15199999999999392,721056.0110602208,47715602.244,271.2,"","OK"
27,45110,0.05000000000000426,676008.9940495123,47715905.982888885,282.048,"","OK"
28,45111,10.143,633776.7847894733,47716199.62877777,292.896,"","OK"
29,45112,0.14300000000000068,594184.7136081872,47716503.27466667,303.744,"","OK"
30,45113,33.053,557065.0900007309,47716774.01055556,314.592,"","OK"
31,45114,0.06999999999999318,522267.50430624065,47717077.729444444,325.44,"","OK"
32,45115,0.40800000000000125,489644.7465926565,47717381.11033334,336.288,"","OK"
33,45116,0.047000000000011255,459060.9331042264,47717684.84111111,347.136,"","OK"
34,45117,0.033999999999991815,430388.6094657677,47717988.596,357.984,"","OK"
35,45118,0.036000000000001364,403508.30592971307,47718292.34888889,368.832,"","OK"
36,45119,0.036000000000001364,378308.0213646614,47718596.10177778,379.68,"","OK"
37,45120,0.036000000000001364,354682.7545849255,47718899.854666665,390.528,"","OK"
38,45121,15.902999999999992,332533.07529142307,47719187.740555555,401.376,"","OK"
39,45122,0.0730000000000075,311768.740328765,47719491.45644445,412.224,"","OK"
40,45123,0.03499999999999659,292302.1786762726,47719795.21033333,423.072,"","OK"
41,45124,0.03700000000000614,274052.277002061,47720098.96222222,433.92,"","OK"
42,45125,0.03499999999999659,256942.9943074881,47720402.716111116,444.768,"","OK"
43,45126,0.031999999999996476,240903.04196882548,47720706.473,455.616,"","OK"
44,45127,0.0350000000000108,225865.5857693849,47721010.21577778,466.464,"","OK"
45,45128,0.03299999999998704,211767.9714018542,47721313.97166667,477.312,"","OK"
46,45129,0.03300000000000125,198551.45793229374,47721617.72755556,488.16,"","OK"
47,45130,0.034000000000006025,3168739.184908748,62.638000000000005,499.008,"","OK"
48,45131,0.031999999999996476,2970711.970657507,366.3948888888889,509.856,"","OK"
49,45132,0.03300000000000125,2785050.607928913,496.5618888888889,520.704,"","OK"
50,45133,0.03499999999999659,2610984.946426411,496.53799999999995,531.552,"","OK"
51,45134,0.034000000000006025,2447798.3893997604,496.50399999999996,542.4,"","OK"
52,45135,0.0309999999999917,2294810.991305331,496.48411111111113,553.248,"","OK"
53,45136,5.727000000000004,2151385.661591803,490.7682222222222,564.096,"","OK"
54,45137,0.0730000000000075,2016924.0623048155,490.6952222222222,574.944,"","OK"
55,45138,0.03699999999999193,1890866.31002882,490.6693333333334,585.792,"","OK"
56,45139,0.043000000000006366,1772687.1683395188,490.6263333333334,596.64,"","OK"
57,45140,0.03999999999999204,1661894.2221238543,490.5974444444444,607.488,"","OK"
58,45141,0.03700000000000614,1558025.834859169,490.5715555555556,618.336,"","OK"
59,45142,0.045000000000001705,1460649.222992971,490.5265555555556,629.184,"","OK"
60,45143,0.0379999999999967,1369358.6482364659,490.49966666666666,640.032,"","OK"
61,45144,0.031999999999996476,1283773.7340272423,490.47877777777774,650.88,"","OK"
62,45145,0.04600000000000648,1203537.8785255395,490.43277777777774,661.728,"","OK"
63,45146,0.03300000000000125,1128316.7624857489,490.4108888888889,672.576,"","OK"
64,45154,0.03300000000000125,1057801.8467540005,412.3001111111111,683.424,"","Wrong sequence number"
65,45155,0.03300000000000125,991691.5084360422,448.73377777777785,694.272,"","OK"
66,45156,0.03299999999998704,929713.0662629562,485.1674444444444,705.12,"","OK"
67,45157,8.838000000000008,871607.7264131882,512.7961111111111,715.968,"","OK"
68,45158,0.06499999999999773,817134.5186165306,549.1977777777778,726.816,"","OK"
69,45159,0.03300000000000125,766065.8883071641,585.6314444444444,737.664,"","OK"
70,45160,0.03900000000000148,718189.0463226886,622.048,748.512,"","OK"
71,45581,0.0379999999999967,673637.5396636317,5986.987777777777,759.36,"","Wrong sequence number"
72,45582,0.031999999999996476,631535.6476846547,5994.255777777777,770.208,"","OK"
73,45583,0.03200000000001069,592065.0510376971,6000.3571111111105,781.056,"","OK"
74,45584,0.0309999999999917,555061.3667436744,6006.459444444444,791.904,"","OK"
75,45585,0.03499999999999659,520370.4124680281,6012.557777777777,802.752,"","OK"
76,45586,0.03700000000000614,487847.64270960964,6018.654111111112,813.6,"","OK"
77,45587,1.233000000000004,457357.4713110924,6023.554444444445,824.448,"","OK"
78,45588,0.07899999999999352,428773.0077499824,6029.6087777777775,835.296,"","OK"
79,45589,0.046999999999997044,401975.07516144187,6035.695111111111,846.144,"","OK"
80,45590,0.038000000000010914,376852.01392218505,6041.790444444444,856.992,"","OK"
81,45591,0.03300000000000125,353299.1443228818,6047.890777777778,867.84,"","OK"
82,45592,0.03999999999999204,331218.3286360351,6053.984111111111,878.688,"","OK"
83,45593,0.0379999999999967,310517.5640546162,6060.079444444445,889.536,"","OK"
84,45594,0.036000000000001364,291110.59738453606,6066.176777777778,900.384,"","OK"
85,45595,0.03499999999999659,272916.5661938359,6072.275111111111,911.232,"","OK"
86,45596,0.04200000000000159,255859.66151505453,6078.366444444445,922.08,"","OK"
87,45597,0.03200000000001069,239868.81400369696,6084.467777777778,932.928,"","OK"
89,45598,3944.201,225123.14235763255,2146.4001111111106,10.848,"","OK"
90,45599,0.09200000000009823,211053.32354361383,2152.4414444444437,21.696,"","OK"
91,45600,0.033999999999650754,197862.8720304713,2158.5407777777773,32.544,"","OK"
92,45601,0.03600000000005821,185496.82361190018,2164.6381111111114,43.392,"","OK"
93,45602,0.0340000000001055,173903.65334448975,2170.7374444444445,54.24,"","OK"
94,45603,0.02999999999974534,163035.0564687925,2176.840777777778,65.088,"","OK"
95,45604,0.03300000000035652,152845.74671032632,2182.941111111111,75.936,"","OK"
96,45605,0.03099999999994907,143293.26893676425,2189.043444444444,86.784,"","OK"
97,45606,0.02999999999974534,134337.8210865498,2195.1467777777775,97.632,"","OK"
98,45607,0.38400000000001455,125942.06660197377,2200.8961111111107,108.48,"","OK"
99,45608,0.9160000000001673,118071.01352268374,2206.1134444444447,119.328,"","OK"
100,45609,0.0729999999998654,110691.95394834936,2212.173777777778,130.176,"","OK"
